state_name,county,Substate,mental_illness_percentage
Arkansas,Sebastian,Catchment Area 4,0.2146
Arkansas,Clark,Catchment Area 5,0.2153
Arkansas,Conway,Catchment Area 5,0.2153
Arkansas,Faulkner,Catchment Area 5,0.2153
Arkansas,Garland,Catchment Area 5,0.2153
Arkansas,Hot Spring,Catchment Area 5,0.2153
Arkansas,Johnson,Catchment Area 5,0.2153
Arkansas,Montgomery,Catchment Area 5,0.2153
Arkansas,Perry,Catchment Area 5,0.2153
Arkansas,Pike,Catchment Area 5,0.2153
Arkansas,Pope,Catchment Area 5,0.2153
Arkansas,Yell,Catchment Area 5,0.2153
Arkansas,Arkansas,Catchment Area 6,0.1855
Arkansas,Ashley,Catchment Area 6,0.1855
Arkansas,Bradley,Catchment Area 6,0.1855
Arkansas,Chicot,Catchment Area 6,0.1855
Arkansas,Cleveland,Catchment Area 6,0.1855
Arkansas,Desha,Catchment Area 6,0.1855
Arkansas,Drew,Catchment Area 6,0.1855
Arkansas,Grant,Catchment Area 6,0.1855
Arkansas,Jefferson,Catchment Area 6,0.1855
Arkansas,Lincoln,Catchment Area 6,0.1855
Arkansas,Calhoun,Catchment Area 7,0.1889
Arkansas,Columbia,Catchment Area 7,0.1889
Arkansas,Dallas,Catchment Area 7,0.1889
Arkansas,Hempstead,Catchment Area 7,0.1889
Arkansas,Howard,Catchment Area 7,0.1889
Arkansas,Lafayette,Catchment Area 7,0.1889
Arkansas,Little River,Catchment Area 7,0.1889
Arkansas,Miller,Catchment Area 7,0.1889
Arkansas,Nevada,Catchment Area 7,0.1889
Arkansas,Ouachita,Catchment Area 7,0.1889
Arkansas,Sevier,Catchment Area 7,0.1889
Arkansas,Union,Catchment Area 7,0.1889
Arkansas,Lonoke,Catchment Area 8,0.1947
Arkansas,Prairie,Catchment Area 8,0.1947
Arkansas,Pulaski,Catchment Area 8,0.1947
Arkansas,Saline,Catchment Area 8,0.1947
California,Butte,Region 1R,0.2149
California,Colusa,Region 1R,0.2149
California,Del Norte,Region 1R,0.2149
California,Glenn,Region 1R,0.2149
California,Humboldt,Region 1R,0.2149
California,Lake,Region 1R,0.2149
California,Lassen,Region 1R,0.2149
California,Mendocino,Region 1R,0.2149
California,Modoc,Region 1R,0.2149
California,Plumas,Region 1R,0.2149
California,Shasta,Region 1R,0.2149
California,Sierra,Region 1R,0.2149
California,Siskiyou,Region 1R,0.2149
California,Tehama,Region 1R,0.2149
California,Trinity,Region 1R,0.2149
California,El Dorado,Region 2R,0.1904
California,Nevada,Region 2R,0.1904
California,Placer,Region 2R,0.1904
California,Sutter,Region 2R,0.1904
California,Yolo,Region 2R,0.1904
California,Yuba,Region 2R,0.1904
California,Sacramento,Region 3R (Sacramento),0.1948
California,Marin,Region 4R,0.1792
California,Napa,Region 4R,0.1792
California,Solano,Region 4R,0.1792
California,Sonoma,Region 4R,0.1792
California,San Francisco,Region 5R (San Francisco),0.2093
California,Santa Clara,Region 6 (Santa Clara),0.1744
California,Contra Costa,Region 7R (Contra Costa),0.1790
California,Alameda,Region 8R (Alameda),0.1894
California,San Mateo,Region 9R (San Mateo),0.1770
California,Santa Barbara,Region 10,0.1902
California,Ventura,Region 10,0.1902
California,Los Angeles,Region 11 (Los Angeles),0.1753
California,Alpine,Region 12R,0.2041
California,Amador,Region 12R,0.2041
California,Calaveras,Region 12R,0.2041
California,Mono,Region 12R,0.2041
California,San Joaquin,Region 12R,0.2041
California,Tuolumne,Region 12R,0.2041
California,Imperial,Regions 13 and 19R,0.1797
California,Riverside,Regions 13 and 19R,0.1797
California,Orange,Region 14 (Orange),0.1693
California,Fresno,Region 15R (Fresno),0.1969
California,San Diego,Region 16R (San Diego),0.1836
California,Inyo,Region 17R,0.1777
California,Kern,Region 17R,0.1777
California,Kings,Region 17R,0.1777
California,Tulare,Region 17R,0.1777
California,San Bernardino,Region 18R (San Bernardino),0.1757
California,Madera,Region 20R,0.1922
California,Mariposa,Region 20R,0.1922
California,Merced,Region 20R,0.1922
California,Stanislaus,Region 20R,0.1922
California,Monterey,Region 21R,0.1893
California,San Benito,Region 21R,0.1893
California,San Luis Obispo,Region 21R,0.1893
California,Santa Cruz,Region 21R,0.1893
Colorado,Archuleta,Region 1,0.2176
Colorado,Delta,Region 1,0.2176
Colorado,Dolores,Region 1,0.2176
Colorado,Eagle,Region 1,0.2176
Colorado,Garfield,Region 1,0.2176
Colorado,Grand,Region 1,0.2176
Colorado,Gunnison,Region 1,0.2176
Colorado,Hinsdale,Region 1,0.2176
Colorado,Jackson,Region 1,0.2176
Colorado,La Plata,Region 1,0.2176
Colorado,Larimer,Region 1,0.2176
Colorado,Mesa,Region 1,0.2176
Colorado,Moffat,Region 1,0.2176
Colorado,Montezuma,Region 1,0.2176
Colorado,Montrose,Region 1,0.2176
Colorado,Ouray,Region 1,0.2176
Colorado,Pitkin,Region 1,0.2176
Colorado,Rio Blanco,Region 1,0.2176
Colorado,Routt,Region 1,0.2176
Colorado,San Juan,Region 1,0.2176
Colorado,San Miguel,Region 1,0.2176
Colorado,Summit,Region 1,0.2176
Colorado,Broomfield,Region 2,0.2178
Colorado,Cheyenne,Region 2,0.2178
Colorado,Kit Carson,Region 2,0.2178
Colorado,Lincoln,Region 2,0.2178
Colorado,Logan,Region 2,0.2178
Colorado,Morgan,Region 2,0.2178
Colorado,Phillips,Region 2,0.2178
Colorado,Sedgwick,Region 2,0.2178
Colorado,Washington,Region 2,0.2178
Colorado,Weld,Region 2,0.2178
Colorado,Yuma,Region 2,0.2178
Colorado,Adams,Region 3,0.1918
Colorado,Arapahoe,Region 3,0.1918
Colorado,Douglas,Region 3,0.1918
Colorado,Elbert,Region 3,0.1918
Colorado,Alamosa,Region 4,0.1915
Colorado,Baca,Region 4,0.1915
Colorado,Bent,Region 4,0.1915
Colorado,Chaffee,Region 4,0.1915
Colorado,Conejos,Region 4,0.1915
Colorado,Costilla,Region 4,0.1915
Colorado,Crowley,Region 4,0.1915
Colorado,Custer,Region 4,0.1915
Colorado,Fremont,Region 4,0.1915
Colorado,Huerfano,Region 4,0.1915
Colorado,Kiowa,Region 4,0.1915
Colorado,Lake,Region 4,0.1915
Colorado,Las Animas,Region 4,0.1915
Colorado,Mineral,Region 4,0.1915
Colorado,Otero,Region 4,0.1915
Colorado,Prowers,Region 4,0.1915
Colorado,Pueblo,Region 4,0.1915
Colorado,Rio Grande,Region 4,0.1915
Colorado,Saguache,Region 4,0.1915
Colorado,Denver,Region 5,0.2276
Colorado,Boulder,Region 6,0.2182
Colorado,Clear Creek,Region 6,0.2182
Colorado,Gilpin,Region 6,0.2182
Colorado,Jefferson,Region 6,0.2182
Colorado,El Paso,Region 7,0.2032
Colorado,Park,Region 7,0.2032
Colorado,Teller,Region 7,0.2032
Connecticut,FAIRFIELD,Southwest,0.1857
Connecticut,HARTFORD,Northwestern,0.1841
Connecticut,LITCHFIELD,Northwestern,0.1841
Connecticut,MIDDLESEX,South Central,0.1743
Connecticut,NEW HAVEN,Northwestern,0.1841
Connecticut,NEW LONDON,South Central,0.1743
Connecticut,TOLLAND,Eastern,0.2015
Connecticut,WINDHAM,Eastern,0.2015
Delaware,Kent,Kent,0.2003
Delaware,New Castle,New Castle (excluding Wilmington City),0.1984
Delaware,Sussex,Sussex,0.1850
Delaware,Wilmington City,Wilmington City,0.1951
District of Columbia,District of Columbia,District of Columbia,0.2160
Florida,Broward,Broward (Circuit 17),0.1544
Florida,Orange,Circuit 9,0.1767
Florida,Osceola,Circuit 9,0.1767
Florida,Brevard,Circuit 18,0.1766
Florida,Seminole,Circuit 18,0.1766
Florida,Pasco,Circuit 6,0.1852
Florida,Pinellas,Circuit 6,0.1852
Florida,Hardee,Circuit 10,0.1677
Florida,Highlands,Circuit 10,0.1677
Florida,Polk,Circuit 10,0.1677
Florida,De Soto,Circuit 12,0.1699
Florida,Manatee,Circuit 12,0.1699
Florida,Sarasota,Circuit 12,0.1699
Florida,Hillsborough,Circuit 13 (Hillsborough),0.1898
Florida,Charlotte,Circuit 20,0.1775
Florida,Collier,Circuit 20,0.1775
Florida,Glades,Circuit 20,0.1775
Florida,Hendry,Circuit 20,0.1775
Florida,Lee,Circuit 20,0.1775
Florida,Clay,Circuit 4,0.1757
Florida,Duval,Circuit 4,0.1757
Florida,Nassau,Circuit 4,0.1757
Florida,Citrus,Circuit 5,0.1875
Florida,Hernando,Circuit 5,0.1875
Florida,Lake,Circuit 5,0.1875
Florida,Marion,Circuit 5,0.1875
Florida,Sumter,Circuit 5,0.1875
Florida,Flagler,Circuit 7,0.1692
Florida,Putnam,Circuit 7,0.1692
Florida,ST JOHNS,Circuit 7,0.1692
Florida,Volusia,Circuit 7,0.1692
Florida,Alachua,Circuit 8 ,0.1958
Florida,Baker,Circuit 8 ,0.1958
Florida,Bradford,Circuit 8 ,0.1958
Florida,Columbia,Circuit 8 ,0.1958
Florida,Dixie,Circuit 8 ,0.1958
Florida,Gilchrist,Circuit 8 ,0.1958
Florida,Hamilton,Circuit 8 ,0.1958
Florida,Lafayette,Circuit 8 ,0.1958
Florida,Levy,Circuit 8 ,0.1958
Florida,Suwannee,Circuit 8 ,0.1958
Florida,Union,Circuit 8 ,0.1958
Florida,Escambia,Circuit 1,0.1989
Florida,Okaloosa,Circuit 1,0.1989
Florida,Santa Rosa,Circuit 1,0.1989
Florida,Walton,Circuit 1,0.1989
Florida,Franklin,Circuit 2,0.2093
Florida,Gadsden,Circuit 2,0.2093
Florida,Jefferson,Circuit 2,0.2093
Florida,Leon,Circuit 2,0.2093
Florida,Liberty,Circuit 2,0.2093
Florida,Madison,Circuit 2,0.2093
Florida,Taylor,Circuit 2,0.2093
Florida,Wakulla,Circuit 2,0.2093
Florida,Bay,Circuit 14,0.1972
Florida,Calhoun,Circuit 14,0.1972
Florida,Gulf,Circuit 14,0.1972
Florida,Holmes,Circuit 14,0.1972
Florida,Jackson,Circuit 14,0.1972
Florida,Washington,Circuit 14,0.1972
Florida,Miami-Dade,Circuit 11 and 16,0.1456
Florida,Monroe,Circuit 11 and 16,0.1456
Florida,Palm Beach,Circuit 15 (Palm Beach),0.1658
Florida,Indian River,Circuit 19,0.1704
Florida,Martin,Circuit 19,0.1704
Florida,Okeechobee,Circuit 19,0.1704
Florida,ST LUCIE,Circuit 19,0.1704
Georgia,Banks,Region 1,0.1923
Georgia,Bartow,Region 1,0.1923
Georgia,Catoosa,Region 1,0.1923
Georgia,Chattooga,Region 1,0.1923
Georgia,Cherokee,Region 1,0.1923
Georgia,Cobb,Region 1,0.1923
Georgia,Dade,Region 1,0.1923
Georgia,Dawson,Region 1,0.1923
Georgia,Douglas,Region 1,0.1923
Georgia,Fannin,Region 1,0.1923
Georgia,Floyd,Region 1,0.1923
Georgia,Forsyth,Region 1,0.1923
Georgia,Franklin,Region 1,0.1923
Georgia,Gilmer,Region 1,0.1923
Georgia,Gordon,Region 1,0.1923
Georgia,Habersham,Region 1,0.1923
Georgia,Hall,Region 1,0.1923
Georgia,Haralson,Region 1,0.1923
Georgia,Hart,Region 1,0.1923
Georgia,Lumpkin,Region 1,0.1923
Georgia,Murray,Region 1,0.1923
Georgia,Paulding,Region 1,0.1923
Georgia,Pickens,Region 1,0.1923
Georgia,Polk,Region 1,0.1923
Georgia,Rabun,Region 1,0.1923
Georgia,Stephens,Region 1,0.1923
Georgia,Towns,Region 1,0.1923
Georgia,Union,Region 1,0.1923
Georgia,Walker,Region 1,0.1923
Georgia,White,Region 1,0.1923
Georgia,Whitfield,Region 1,0.1923
Georgia,Baldwin,Region 2,0.1812
Georgia,Barrow,Region 2,0.1812
Georgia,Bibb,Region 2,0.1812
Georgia,Burke,Region 2,0.1812
Georgia,Clarke,Region 2,0.1812
Georgia,Columbia,Region 2,0.1812
Georgia,Elbert,Region 2,0.1812
Georgia,Emanuel,Region 2,0.1812
Georgia,Glascock,Region 2,0.1812
Georgia,Greene,Region 2,0.1812
Georgia,Hancock,Region 2,0.1812
Georgia,Jackson,Region 2,0.1812
Georgia,Jasper,Region 2,0.1812
Georgia,Jefferson,Region 2,0.1812
Georgia,Jenkins,Region 2,0.1812
Georgia,Jones,Region 2,0.1812
Georgia,Lincoln,Region 2,0.1812
Georgia,Madison,Region 2,0.1812
Georgia,McDuffie,Region 2,0.1812
Georgia,Monroe,Region 2,0.1812
Georgia,Morgan,Region 2,0.1812
Georgia,Oconee,Region 2,0.1812
Georgia,Oglethorpe,Region 2,0.1812
Georgia,Putnam,Region 2,0.1812
Georgia,Richmond,Region 2,0.1812
Georgia,Screven,Region 2,0.1812
Georgia,Taliaferro,Region 2,0.1812
Georgia,Twiggs,Region 2,0.1812
Georgia,Walton,Region 2,0.1812
Georgia,Warren,Region 2,0.1812
Georgia,Washington,Region 2,0.1812
Georgia,Wilkes,Region 2,0.1812
Georgia,Wilkinson,Region 2,0.1812
Georgia,Clayton,Region 3,0.1612
Georgia,DeKalb,Region 3,0.1612
Georgia,Fulton,Region 3,0.1612
Georgia,Gwinnett,Region 3,0.1612
Georgia,Newton,Region 3,0.1612
Georgia,Rockdale,Region 3,0.1612
Georgia,Baker,Region 4,0.1914
Georgia,Ben Hill,Region 4,0.1914
Georgia,Berrien,Region 4,0.1914
Georgia,Brooks,Region 4,0.1914
Georgia,Calhoun,Region 4,0.1914
Georgia,Colquitt,Region 4,0.1914
Georgia,Cook,Region 4,0.1914
Georgia,Decatur,Region 4,0.1914
Georgia,Dougherty,Region 4,0.1914
Georgia,Early,Region 4,0.1914
Georgia,Echols,Region 4,0.1914
Georgia,Grady,Region 4,0.1914
Georgia,Irwin,Region 4,0.1914
Georgia,Lanier,Region 4,0.1914
Georgia,Lee,Region 4,0.1914
Georgia,Lowndes,Region 4,0.1914
Georgia,Miller,Region 4,0.1914
Georgia,Mitchell,Region 4,0.1914
Georgia,Seminole,Region 4,0.1914
Georgia,Terrell,Region 4,0.1914
Georgia,Thomas,Region 4,0.1914
Georgia,Tift,Region 4,0.1914
Georgia,Turner,Region 4,0.1914
Georgia,Worth,Region 4,0.1914
Georgia,Appling,Region 5,0.1880
Georgia,Atkinson,Region 5,0.1880
Georgia,Bacon,Region 5,0.1880
Georgia,Bleckley,Region 5,0.1880
Georgia,Brantley,Region 5,0.1880
Georgia,Bryan,Region 5,0.1880
Georgia,Bulloch,Region 5,0.1880
Georgia,Camden,Region 5,0.1880
Georgia,Candler,Region 5,0.1880
Georgia,Charlton,Region 5,0.1880
Georgia,Chatham,Region 5,0.1880
Georgia,Clinch,Region 5,0.1880
Georgia,Coffee,Region 5,0.1880
Georgia,Dodge,Region 5,0.1880
Georgia,Effingham,Region 5,0.1880
Georgia,Evans,Region 5,0.1880
Georgia,Glynn,Region 5,0.1880
Georgia,Jeff Davis,Region 5,0.1880
Georgia,Johnson,Region 5,0.1880
Georgia,Laurens,Region 5,0.1880
Georgia,Liberty,Region 5,0.1880
Georgia,Long,Region 5,0.1880
Georgia,McIntosh,Region 5,0.1880
Georgia,Montgomery,Region 5,0.1880
Georgia,Pierce,Region 5,0.1880
Georgia,Pulaski,Region 5,0.1880
Georgia,Tattnall,Region 5,0.1880
Georgia,Telfair,Region 5,0.1880
Georgia,Toombs,Region 5,0.1880
Georgia,Treutlen,Region 5,0.1880
Georgia,Ware,Region 5,0.1880
Georgia,Wayne,Region 5,0.1880
Georgia,Wheeler,Region 5,0.1880
Georgia,Wilcox,Region 5,0.1880
Georgia,Butts,Region 6,0.1932
Georgia,Carroll,Region 6,0.1932
Georgia,Chattahoochee,Region 6,0.1932
Georgia,Clay,Region 6,0.1932
Georgia,Coweta,Region 6,0.1932
Georgia,Crawford,Region 6,0.1932
Georgia,Crisp,Region 6,0.1932
Georgia,Dooly,Region 6,0.1932
Georgia,Fayette,Region 6,0.1932
Georgia,Harris,Region 6,0.1932
Georgia,Heard,Region 6,0.1932
Georgia,Henry,Region 6,0.1932
Georgia,Houston,Region 6,0.1932
Georgia,Lamar,Region 6,0.1932
Georgia,Macon,Region 6,0.1932
Georgia,Marion,Region 6,0.1932
Georgia,Meriwether,Region 6,0.1932
Georgia,Muscogee,Region 6,0.1932
Georgia,Peach,Region 6,0.1932
Georgia,Pike,Region 6,0.1932
Georgia,Quitman,Region 6,0.1932
Georgia,Randolph,Region 6,0.1932
Georgia,Schley,Region 6,0.1932
Georgia,Spalding,Region 6,0.1932
Georgia,Stewart,Region 6,0.1932
Georgia,Sumter,Region 6,0.1932
Georgia,Talbot,Region 6,0.1932
Georgia,Taylor,Region 6,0.1932
Georgia,Troup,Region 6,0.1932
Georgia,Upson,Region 6,0.1932
Georgia,Webster,Region 6,0.1932
Idaho,Benewah,Region 1,0.2424
Idaho,Bonner,Region 1,0.2424
Idaho,Boundary,Region 1,0.2424
Idaho,Kootenai,Region 1,0.2424
Idaho,Shoshone,Region 1,0.2424
Idaho,Clearwater,Region 2,0.2336
Idaho,Idaho,Region 2,0.2336
Idaho,Latah,Region 2,0.2336
Idaho,Lewis,Region 2,0.2336
Idaho,Nez Perce,Region 2,0.2336
Idaho,Adams,Region 3,0.2431
Idaho,Canyon,Region 3,0.2431
Idaho,Gem,Region 3,0.2431
Idaho,Owyhee,Region 3,0.2431
Idaho,Payette,Region 3,0.2431
Idaho,Washington,Region 3,0.2431
Idaho,Ada,Region 4,0.2556
Idaho,Boise,Region 4,0.2556
Idaho,Elmore,Region 4,0.2556
Idaho,Valley,Region 4,0.2556
Idaho,Blaine,Region 5,0.2308
Idaho,Camas,Region 5,0.2308
Idaho,Cassia,Region 5,0.2308
Idaho,Gooding,Region 5,0.2308
Idaho,Jerome,Region 5,0.2308
Idaho,Lincoln,Region 5,0.2308
Idaho,Minidoka,Region 5,0.2308
Idaho,Twin Falls,Region 5,0.2308
Idaho,Bannock,Region 6,0.2465
Idaho,Bear Lake,Region 6,0.2465
Idaho,Caribou,Region 6,0.2465
Idaho,Franklin,Region 6,0.2465
Idaho,Oneida,Region 6,0.2465
Idaho,Power,Region 6,0.2465
Idaho,Bingham,Region 7,0.2497
Idaho,Bonneville,Region 7,0.2497
Idaho,Butte,Region 7,0.2497
Idaho,Clark,Region 7,0.2497
Idaho,Custer,Region 7,0.2497
Idaho,Fremont,Region 7,0.2497
Idaho,Jefferson,Region 7,0.2497
Idaho,Lemhi,Region 7,0.2497
Idaho,Madison,Region 7,0.2497
Idaho,Teton,Region 7,0.2497
Illinois,ADAMS,Region 4b,0.1802
Illinois,CHAMPAIGN,Region 3a (Champaign),0.2027
Illinois,COOK,Region 1 (Cook),0.1639
Illinois,DEKALB,Region 2d,0.1788
Illinois,DUPAGE,Region 2a (DuPage),0.1672
Illinois,KANE,Region 2b,0.1612
Illinois,KANKAKEE,Region 2d,0.1788
Illinois,KENDALL,Region 2d,0.1788
Illinois,LAKE,Region 2b,0.1612
Illinois,LASALLE,Region 3b,0.1859
Illinois,MCHENRY,Region 2b,0.1612
Illinois,MCLEAN,Region 3b,0.1859
Illinois,MACON,Region 4b,0.1802
Illinois,MADISON,Region 5a,0.1882
Illinois,PEORIA,Region 3b,0.1859
Illinois,ROCK ISLAND,Region 3b,0.1859
Illinois,ST CLAIR,Region 5a,0.1882
Illinois,SANGAMON,Region 4a (Sangamon),0.1888
Illinois,TAZEWELL,Region 3b,0.1859
Illinois,VERMILION,Region 3b,0.1859
Illinois,WILL,Region 2b,0.1612
Illinois,WILLIAMSON,Region 5b,0.1759
Illinois,WINNEBAGO,Region 2c (Winnebago),0.1818
Indiana,Boone,Central,0.1941
Indiana,Hamilton,Central,0.1941
Indiana,Hancock,Central,0.1941
Indiana,Hendricks,Central,0.1941
Indiana,Johnson,Central,0.1941
Indiana,Marion,Central,0.1941
Indiana,Morgan,Central,0.1941
Indiana,Shelby,Central,0.1941
Indiana,Blackford,East,0.2290
Indiana,Delaware,East,0.2290
Indiana,Fayette,East,0.2290
Indiana,Grant,East,0.2290
Indiana,Henry,East,0.2290
Indiana,Jay,East,0.2290
Indiana,Madison,East,0.2290
Indiana,Randolph,East,0.2290
Indiana,Rush,East,0.2290
Indiana,Union,East,0.2290
Indiana,Wayne,East,0.2290
Indiana,Cass,North Central,0.2306
Indiana,Elkhart,North Central,0.2306
Indiana,Fulton,North Central,0.2306
Indiana,Howard,North Central,0.2306
Indiana,Kosciusko,North Central,0.2306
Indiana,La Porte,North Central,0.2306
Indiana,Marshall,North Central,0.2306
Indiana,Miami,North Central,0.2306
Indiana,ST JOSEPH,North Central,0.2306
Indiana,Tipton,North Central,0.2306
Indiana,Wabash,North Central,0.2306
Indiana,Adams,Northeast,0.2113
Indiana,Allen,Northeast,0.2113
Indiana,DeKalb,Northeast,0.2113
Indiana,Huntington,Northeast,0.2113
Indiana,LaGrange,Northeast,0.2113
Indiana,Noble,Northeast,0.2113
Indiana,Steuben,Northeast,0.2113
Indiana,Wells,Northeast,0.2113
Indiana,Whitley,Northeast,0.2113
Indiana,Jasper,Northwest,0.2002
Indiana,Lake,Northwest,0.2002
Indiana,Newton,Northwest,0.2002
Indiana,Porter,Northwest,0.2002
Indiana,Pulaski,Northwest,0.2002
Indiana,Starke,Northwest,0.2002
Indiana,Bartholomew,Southeast,0.2249
Indiana,Brown,Southeast,0.2249
Indiana,Clark,Southeast,0.2249
Indiana,Crawford,Southeast,0.2249
Indiana,Dearborn,Southeast,0.2249
Indiana,Decatur,Southeast,0.2249
Indiana,Floyd,Southeast,0.2249
Indiana,Franklin,Southeast,0.2249
Indiana,Harrison,Southeast,0.2249
Indiana,Jackson,Southeast,0.2249
Indiana,Jefferson,Southeast,0.2249
Indiana,Jennings,Southeast,0.2249
Indiana,Lawrence,Southeast,0.2249
Indiana,Ohio,Southeast,0.2249
Indiana,Orange,Southeast,0.2249
Indiana,Ripley,Southeast,0.2249
Indiana,Scott,Southeast,0.2249
Indiana,Switzerland,Southeast,0.2249
Indiana,Washington,Southeast,0.2249
Indiana,Daviess,Southwest,0.2146
Indiana,Dubois,Southwest,0.2146
Indiana,Gibson,Southwest,0.2146
Indiana,Greene,Southwest,0.2146
Indiana,Knox,Southwest,0.2146
Indiana,Martin,Southwest,0.2146
Indiana,Perry,Southwest,0.2146
Indiana,Pike,Southwest,0.2146
Indiana,Posey,Southwest,0.2146
Indiana,Spencer,Southwest,0.2146
Indiana,Vanderburgh,Southwest,0.2146
Indiana,Warrick,Southwest,0.2146
Indiana,Benton,West,0.2509
Indiana,Carroll,West,0.2509
Indiana,Clay,West,0.2509
Indiana,Clinton,West,0.2509
Indiana,Fountain,West,0.2509
Indiana,Monroe,West,0.2509
Indiana,Montgomery,West,0.2509
Indiana,Owen,West,0.2509
Indiana,Parke,West,0.2509
Indiana,Putnam,West,0.2509
Indiana,Sullivan,West,0.2509
Indiana,Tippecanoe,West,0.2509
